draw,chain,player_id,serve_period,region,mu_x,mu_y,tau_x,tau_y,rho,alpha,court,strategy
198,1,2,1,3,5.6639306,-0.75719962,1.3755632,0.5143736,-0.21901972,4.8621587,Ad,T
199,1,2,1,3,5.6621889,-0.43642834,1.0678306,0.47572682,-0.2696069,4.8666785,Ad,T
200,1,2,1,3,5.2778217,-0.56508841,1.3441683,0.45753723,-0.36885702,5.0498415,Ad,T
201,1,2,1,3,5.2800325,-0.4521037,1.2693762,0.67978644,-0.25673933,4.9051978,Ad,T
202,1,2,1,3,5.6910857,-0.6520556,0.96740558,0.5449794,-0.45381197,4.959631,Ad,T
203,1,2,1,3,4.7735062,-0.49756788,1.0839429,0.48608918,-0.19106616,4.9750238,Ad,T
204,1,2,1,3,5.4597402,-0.69629003,1.20843,0.53119848,-0.0092458813,4.80646,Ad,T
205,1,2,1,3,4.9821165,-0.51872644,1.3081782,0.48227817,-0.34924246,4.7305988,Ad,T
206,1,2,1,3,5.5766383,-0.41302982,1.2820479,0.64546019,-0.44010722,5.0732302,Ad,T
207,1,2,1,3,5.0031064,-0.36460021,1.1099919,0.43581303,-0.054663295,4.7773919,Ad,T
208,1,2,1,3,5.2042132,-0.48494125,1.178687,0.56272307,-0.43446424,4.8563664,Ad,T
209,1,2,1,3,4.8490207,-0.76459665,1.2665509,0.48619593,0.0080911914,4.9548165,Ad,T
210,1,2,1,3,5.3778774,-0.43061728,1.2560829,0.5331565,-0.32028181,4.6609082,Ad,T
211,1,2,1,3,4.8699917,-0.53314687,1.0025778,0.53352852,-0.57460484,4.7116699,Ad,T
212,1,2,1,3,4.8083323,-0.58292113,1.1509775,0.54402734,-0.19960222,4.5290897,Ad,T
213,1,2,1,3,4.410499,-0.73316479,1.303392,0.66828356,-0.28353484,4.8223584,Ad,T
214,1,2,1,3,5.3181456,-0.68716486,1.0252767,0.5329103,-0.38743345,5.0356765,Ad,T
215,1,2,1,3,5.646684,-0.48467585,0.99294303,0.47246828,-0.71350715,4.8979497,Ad,T
216,1,2,1,3,5.4651605,-0.663688,1.1186069,0.52451335,-0.66959665,5.0303866,Ad,T
217,1,2,1,3,5.0840653,-0.51269568,1.3343502,0.59756276,-0.40307651,4.8341958,Ad,T
218,1,2,1,3,5.2332178,-0.57008827,1.0935905,0.48386006,-0.0088468651,4.8859277,Ad,T
219,1,2,1,3,5.1648825,-0.51333151,1.0372754,0.4185924,-0.34995466,5.0495984,Ad,T
220,1,2,1,3,5.1402723,-0.56787332,1.1448441,0.50659851,-0.32907219,5.090309,Ad,T
221,1,2,1,3,5.1563974,-0.57511617,1.2090557,0.47847359,-0.3241834,4.9587938,Ad,T
222,1,2,1,3,5.142754,-0.20986176,1.1525228,0.52657721,-0.33923478,5.0206607,Ad,T
223,1,2,1,3,4.5223385,-0.38463191,1.2032267,0.46184559,-0.63073191,5.0492046,Ad,T
224,1,2,1,3,5.7205254,-0.2397427,1.2023318,0.57134408,-0.3800345,5.0564452,Ad,T
225,1,2,1,3,5.0812873,-0.30551924,1.095763,0.52713255,-0.63431257,4.5452947,Ad,T
226,1,2,1,3,4.8093748,-0.71578585,0.96272258,0.46605666,-0.061781441,4.9355597,Ad,T
227,1,2,1,3,5.1086462,-0.56044656,1.2478728,0.54059242,-0.20095769,5.0608644,Ad,T
228,1,2,1,3,5.8065177,-0.40601318,1.0245451,0.54781009,-0.23827354,5.0504676,Ad,T
229,1,2,1,3,5.1826614,-0.28831337,1.0695457,0.51006008,-0.54226817,4.6733243,Ad,T
230,1,2,1,3,5.5693428,-0.79247874,1.5084828,0.53053358,-0.14269787,5.0363041,Ad,T
231,1,2,1,3,5.3122235,-0.2465466,1.2402804,0.49374192,-0.55262275,4.4977344,Ad,T
232,1,2,1,3,5.3444882,-0.6024166,1.1775437,0.43731015,-0.11490351,4.1673716,Ad,T
233,1,2,1,3,4.7347944,-0.0088598306,1.1508456,0.57732214,-0.79218057,4.5634281,Ad,T
234,1,2,1,3,4.9596837,-0.4304166,1.3259514,0.55322818,-0.37255532,4.7299141,Ad,T
235,1,2,1,3,5.2655612,-0.60748183,1.0897188,0.63442879,-0.36923424,4.8928885,Ad,T
236,1,2,1,3,5.118059,-0.67031128,1.0344362,0.5060201,-0.4284877,4.7917053,Ad,T
237,1,2,1,3,4.7085235,-0.24079415,1.2029905,0.61595385,-0.57717402,4.9415183,Ad,T
238,1,2,1,3,4.7494748,-0.42043687,1.0442121,0.55764931,-0.63172355,5.0540746,Ad,T
239,1,2,1,3,4.7963027,-0.32828389,1.1277834,0.56555029,-0.68213579,4.2081725,Ad,T
240,1,2,1,3,4.8677997,-0.63323013,1.0172495,0.60425462,-0.37961248,4.9064618,Ad,T
241,1,2,1,3,5.4439249,-0.77006231,0.96823803,0.49121084,-0.16921691,4.8347034,Ad,T
242,1,2,1,3,5.1913239,-0.52211393,1.1558243,0.59252515,-0.36455654,5.0643124,Ad,T
243,1,2,1,3,4.3076448,-0.87798033,1.5991359,0.42402819,-0.21893669,4.9347026,Ad,T
244,1,2,1,3,4.8029513,-0.25423022,1.1940192,0.55107558,-0.22060809,4.947372,Ad,T
245,1,2,1,3,5.2148631,-0.85551837,1.1915697,0.52423345,-0.18056725,4.8450688,Ad,T
246,1,2,1,3,5.1548326,-0.68819587,1.1359959,0.48372217,-0.23494103,5.0513328,Ad,T
247,1,2,1,3,4.9338133,-0.52201697,1.2289267,0.50332639,-0.25941557,5.0470328,Ad,T
248,1,2,1,3,4.5673266,-0.77596446,1.023727,0.54224715,0.014148921,4.3115769,Ad,T
249,1,2,1,3,4.9571339,-0.5413165,1.1509975,0.53124489,-0.37334125,4.244834,Ad,T
250,1,2,1,3,4.806269,-0.510001,1.1662727,0.47305306,-0.43277953,4.8852066,Ad,T
251,2,2,1,3,4.7775315,-0.27048867,1.0942043,0.50731675,-0.23965445,4.8843089,Ad,T
252,2,2,1,3,4.9702479,-0.18457299,1.1241819,0.51484594,-0.62417778,4.6617118,Ad,T
253,2,2,1,3,5.2667937,-0.38609509,1.3794256,0.59265836,-0.53542383,5.0958244,Ad,T
254,2,2,1,3,4.7426636,-0.0086667284,1.1420905,0.51691754,-0.64103819,4.8070188,Ad,T
255,2,2,1,3,4.8055692,-0.61197693,1.1109293,0.51784738,-0.049994299,4.7769753,Ad,T
256,2,2,1,3,5.3028014,-0.68062485,1.0950785,0.5318037,0.034540268,4.9617443,Ad,T
257,2,2,1,3,5.1957378,-0.45314702,1.306424,0.50580632,-0.4814767,5.0384583,Ad,T
258,2,2,1,3,5.3470771,-0.68953103,1.3770977,0.50258273,-0.65458395,4.6769376,Ad,T
259,2,2,1,3,5.0499592,-0.66969109,1.4056682,0.50904918,-0.57453361,4.7131566,Ad,T
260,2,2,1,3,5.288182,-0.57513341,1.2985168,0.55258868,-0.49923314,5.0963992,Ad,T
261,2,2,1,3,5.5312542,-0.47198853,1.086551,0.68993919,-0.10852496,4.9097839,Ad,T
262,2,2,1,3,5.1386963,-0.4951069,0.98162814,0.48643206,-0.55285536,4.7257213,Ad,T
263,2,2,1,3,5.2365545,-0.47816908,1.1224629,0.51630508,-0.044173465,5.0800698,Ad,T
264,2,2,1,3,4.9689585,-0.33368993,1.3484907,0.49433223,-0.52687898,4.627607,Ad,T
265,2,2,1,3,5.1968089,-0.67775205,1.2116161,0.50689981,-0.65980563,4.7172182,Ad,T
266,2,2,1,3,5.3502688,-0.60899499,1.1867494,0.58356439,-0.50718464,4.9449393,Ad,T
267,2,2,1,3,5.4649131,-0.59265151,1.3263221,0.57011006,-0.59117454,4.474081,Ad,T
268,2,2,1,3,5.1123281,-0.61478494,1.0498981,0.54797769,-0.23466405,5.0596309,Ad,T
269,2,2,1,3,5.0446239,-0.44739725,1.3132153,0.49103322,-0.073815265,4.8949484,Ad,T
270,2,2,1,3,4.9699835,-0.35914831,1.117687,0.54560501,-0.19335327,5.0847152,Ad,T
271,2,2,1,3,5.4533703,-0.64425993,1.1328211,0.53771491,-0.44618766,4.7740458,Ad,T
272,2,2,1,3,5.7153026,-0.73360601,1.0514763,0.45989395,-0.69327083,5.1052934,Ad,T
273,2,2,1,3,5.4159662,-0.64211084,1.037126,0.54784383,-0.41448651,4.8153744,Ad,T
274,2,2,1,3,4.9218541,-0.58297606,1.2392544,0.62192711,-0.45698365,4.7559619,Ad,T
275,2,2,1,3,4.8204707,-0.26832066,1.2237456,0.51458779,-0.30689152,4.9280363,Ad,T
276,2,2,1,3,5.1147732,-0.44719627,1.034297,0.57895897,-0.78825454,5.0635341,Ad,T
277,2,2,1,3,5.2546255,-0.24639044,1.1620525,0.48898115,-0.23989296,4.8774927,Ad,T
278,2,2,1,3,5.268271,-0.58372488,1.2313065,0.53063053,-0.70976212,5.1003397,Ad,T
279,2,2,1,3,5.2751138,-0.523961,1.190828,0.44922293,-0.78935926,4.5033479,Ad,T
280,2,2,1,3,4.6356692,-0.21155777,1.1802704,0.5611171,-0.5879958,4.7938926,Ad,T
281,2,2,1,3,4.988244,-0.34684851,1.0587379,0.52422159,-0.16244789,5.0963945,Ad,T
282,2,2,1,3,5.4824802,-0.65103002,1.0010091,0.4806468,0.28678003,5.0739298,Ad,T
283,2,2,1,3,5.2086711,-0.54797294,1.2192167,0.53415317,-0.51672135,4.7528773,Ad,T
284,2,2,1,3,5.0977244,-0.27405203,1.0159013,0.59999835,-0.25186525,4.886505,Ad,T
285,2,2,1,3,5.2093119,-0.18584455,1.1994323,0.44806704,-0.54151096,4.8199127,Ad,T
286,2,2,1,3,5.4258551,-0.60115368,1.0488016,0.53760617,-0.43067085,4.7213721,Ad,T
287,2,2,1,3,5.3123386,-0.72082644,1.0185521,0.39607327,-0.33753592,4.823574,Ad,T
288,2,2,1,3,5.3415838,-0.38000703,1.1741177,0.45660011,-0.18766135,5.1082288,Ad,T
289,2,2,1,3,5.7008189,-0.47154058,1.3316199,0.46117668,-0.63091372,5.1108237,Ad,T
290,2,2,1,3,5.4830577,-0.72637444,1.0831579,0.46114263,-0.59623171,4.9453653,Ad,T
291,2,2,1,3,5.7165475,-0.38575248,1.3108786,0.49008093,-0.36216306,5.0918633,Ad,T
292,2,2,1,3,5.5669154,-0.80175003,1.0990658,0.66914622,-0.43798843,4.8431849,Ad,T
293,2,2,1,3,5.4168348,-0.82011646,0.93974119,0.58963819,-0.17394097,5.1047723,Ad,T
294,2,2,1,3,4.5812664,-0.58868188,1.1213651,0.49989787,-0.28252052,4.8744257,Ad,T
295,2,2,1,3,5.0171082,-0.8104325,1.1466914,0.44106827,-0.21207323,4.6308834,Ad,T
296,2,2,1,3,5.1384109,-0.34585389,1.0726007,0.60148483,-0.38059968,4.6628081,Ad,T
297,2,2,1,3,5.264164,-0.63981574,1.3002615,0.53099731,-0.07856675,5.0539211,Ad,T
298,2,2,1,3,5.3281698,-0.65506563,1.0412306,0.45817407,-0.40612842,4.4802272,Ad,T
299,2,2,1,3,5.3681048,-0.37524633,1.1066057,0.55768895,-0.4789253,5.0329755,Ad,T
300,2,2,1,3,5.6493446,-0.78948103,1.2924464,0.47958946,0.34988838,4.9458375,Ad,T
301,2,2,1,3,4.8316932,-0.54073527,1.6131344,0.50726989,-0.24934035,3.978574,Ad,T
302,2,2,1,3,5.0254063,-0.41560276,1.0937432,0.48780724,-0.41827516,4.9100306,Ad,T
303,2,2,1,3,4.969193,-0.26172133,1.1449185,0.52795344,-0.38748085,4.7563696,Ad,T
304,2,2,1,3,5.3212212,-0.85501319,1.061601,0.56323462,0.0084670089,4.8355257,Ad,T
305,2,2,1,3,4.9142447,-0.52951939,1.1422948,0.52490896,-0.59403176,5.0646237,Ad,T
306,2,2,1,3,4.7923794,-0.1058591,0.9632571,0.61686154,-0.53895551,4.3436378,Ad,T
307,2,2,1,3,5.0204588,-0.27404524,1.1040398,0.52028586,-0.6039961,5.040636,Ad,T
308,2,2,1,3,5.4992787,-0.75912416,1.1933142,0.59757353,-0.68309191,4.9080735,Ad,T
309,2,2,1,3,4.5921859,-0.54267548,1.2003622,0.48057848,-0.032576814,4.9625423,Ad,T
310,2,2,1,3,4.9160445,-0.27744981,1.3901879,0.66884584,-0.53901987,4.820181,Ad,T
311,2,2,1,3,5.4620151,-0.34640736,1.1987333,0.48298302,-0.2496209,4.725547,Ad,T
312,2,2,1,3,5.3074682,-0.58858936,1.3350236,0.55731389,-0.5774751,4.9271043,Ad,T
313,2,2,1,3,5.9325165,-0.42128073,1.1035512,0.55380065,-0.30449775,5.0392528,Ad,T
314,2,2,1,3,5.2369426,-0.58737013,1.2651893,0.47282298,-0.4582083,4.6466307,Ad,T
315,2,2,1,3,5.5314882,-0.69042431,1.1532432,0.46156517,-0.52053411,4.6484145,Ad,T
316,2,2,1,3,4.9821059,-0.35810905,1.1660541,0.51166243,-0.53952615,4.8179763,Ad,T
317,2,2,1,3,4.9899853,-0.86346303,1.1919371,0.564889,-0.11327048,4.8094023,Ad,T
318,2,2,1,3,5.2522898,-0.41034813,0.92660153,0.3917239,-0.16981466,5.1130062,Ad,T
319,2,2,1,3,5.3000969,-0.70378932,1.1389353,0.46113572,0.11360857,4.7890979,Ad,T
320,2,2,1,3,5.1106703,-0.23269064,1.2424292,0.48575738,-0.47986611,4.9686428,Ad,T
321,2,2,1,3,5.459648,-0.7356184,1.0366548,0.59354338,-0.36181695,5.0877894,Ad,T
322,2,2,1,3,4.8044142,-0.74666315,1.033017,0.48118259,-0.10894729,4.5878661,Ad,T
323,2,2,1,3,4.7137798,-0.46746623,1.2861247,0.52450138,-0.45981972,4.8352681,Ad,T
324,2,2,1,3,4.9731522,-0.33365116,0.99976095,0.53760112,-0.69258395,4.4847311,Ad,T
325,2,2,1,3,4.9910865,-0.20090836,1.2000194,0.5864605,-0.28130512,5.0425646,Ad,T
326,2,2,1,3,4.7974643,-0.22534138,1.1287548,0.48055922,-0.51414656,5.0063593,Ad,T
327,2,2,1,3,4.5956719,-0.71229424,1.0197695,0.52680528,0.11872944,5.0926274,Ad,T
328,2,2,1,3,5.1337139,-0.79573345,1.1435899,0.51801403,-0.016104479,5.0674768,Ad,T
329,2,2,1,3,4.9143568,-0.51655601,1.1794413,0.46178239,-0.67744388,5.0468398,Ad,T
330,2,2,1,3,4.5393251,-0.66588652,1.2996677,0.59806043,-0.50170953,4.6564422,Ad,T
331,2,2,1,3,4.6678971,-0.67756075,1.095565,0.5716934,-0.24365374,4.7961585,Ad,T
332,2,2,1,3,5.1195713,-0.41053447,1.2751624,0.47990677,-0.41142358,4.9346433,Ad,T
333,2,2,1,3,4.944292,-0.28126994,1.1078838,0.64910757,-0.26312971,4.7835198,Ad,T
334,2,2,1,3,4.8617656,-0.43279515,1.1240522,0.42484783,-0.31918979,4.7508399,Ad,T
335,2,2,1,3,5.1516887,-0.58423568,1.0043365,0.45645439,-0.044730225,4.9031412,Ad,T
336,2,2,1,3,4.7834229,-0.50004043,1.3469078,0.44839428,-0.48374104,5.0533955,Ad,T
337,2,2,1,3,4.9359641,-0.33353844,1.1830826,0.57145722,-0.44189675,5.1144543,Ad,T
338,2,2,1,3,5.162572,-0.47926286,0.90370176,0.49063407,-0.33533887,5.0651205,Ad,T
339,2,2,1,3,5.4827796,-0.45526649,1.1124688,0.57349674,-0.62806408,4.6263727,Ad,T
340,2,2,1,3,5.3790393,-0.67998972,1.3967039,0.54678647,0.3882508,4.8343787,Ad,T
341,2,2,1,3,5.1460403,-0.52690981,1.0487417,0.47321852,-0.39315524,4.7545855,Ad,T
342,2,2,1,3,4.9565294,-0.3401666,1.2534736,0.553306,-0.33442754,4.7110779,Ad,T
343,2,2,1,3,5.0487827,-0.44560098,1.1314447,0.52294522,-0.1341815,4.3999933,Ad,T
344,2,2,1,3,5.3993455,-0.52556145,1.3292945,0.52006426,-0.15487259,5.0680212,Ad,T
345,2,2,1,3,5.5420668,-0.68152547,1.4487236,0.56414374,-0.37446164,5.0613701,Ad,T
346,2,2,1,3,4.8141726,-0.77595353,1.4938239,0.48698595,-0.026734203,4.4642048,Ad,T
347,2,2,1,3,4.8380948,-0.48514115,1.1191308,0.55870159,-0.13216,5.0118971,Ad,T
348,2,2,1,3,4.8771507,-0.35606517,1.156797,0.53901128,-0.65947614,4.4088083,Ad,T
349,2,2,1,3,5.3111124,-0.72680987,1.1185902,0.67339146,-0.78975018,4.7711614,Ad,T
350,2,2,1,3,5.2012406,-0.8247615,0.96808226,0.47474323,0.19388377,4.9904883,Ad,T
351,2,2,1,3,5.1868261,-0.48783358,0.97913628,0.58213255,-0.3937295,4.9334535,Ad,T
352,2,2,1,3,4.8029475,-0.27728734,1.3090845,0.53734975,-0.23501974,4.8436704,Ad,T
353,2,2,1,3,4.5804908,-0.51433706,1.1678243,0.46720566,0.044534507,4.9357331,Ad,T
354,2,2,1,3,5.2736186,-0.61596225,1.2094406,0.512903,-0.40996002,4.9194253,Ad,T
355,2,2,1,3,5.2733851,-0.6137688,1.0632241,0.55970463,-0.5407809,4.9382814,Ad,T
356,2,2,1,3,5.1013141,-0.59241444,0.96615864,0.49876482,-0.23136552,5.0690663,Ad,T
357,2,2,1,3,5.5094322,-0.60388059,1.1685207,0.57515311,-0.29514792,4.8622002,Ad,T
358,2,2,1,3,4.8984448,-0.34946774,1.0955297,0.53315833,-0.42651268,4.9872274,Ad,T
359,2,2,1,3,5.3298990999999996,-0.48599099,1.2033589,0.59378763,-0.43376116,4.6559893,Ad,T
360,2,2,1,3,4.8672904,-0.55393931,1.1645424,0.49094067,-0.23008783,4.9641166,Ad,T
361,2,2,1,3,5.2904293,-0.63807645,1.1639721,0.51603493,-0.47575438,4.8877477,Ad,T
362,2,2,1,3,5.5774865,-0.63354501,0.98571606,0.5543497,-0.1507357,5.0690314,Ad,T
363,2,2,1,3,4.9721575,-0.5009782,1.2382089,0.50691678,-0.18024059,4.5670097,Ad,T
364,2,2,1,3,5.0523895,-0.60482709,1.2523678,0.44502854,-0.45094783,5.0641707,Ad,T
365,2,2,1,3,4.9243142,-0.72289346,1.1295734,0.62639452,0.039355981,4.9678157,Ad,T
366,2,2,1,3,5.1755597,-0.47673639,1.097609,0.46451798,-0.4260659,5.0068739,Ad,T
367,2,2,1,3,5.1343911,-0.56031846,0.9110949,0.47956233,-0.4734309,4.9381911,Ad,T
368,2,2,1,3,5.3594734,-0.49578279,1.1666399,0.49786701,-0.44320022,5.0107745,Ad,T
369,2,2,1,3,4.8481203,-0.22693487,1.1760667,0.54227748,-0.4087227,4.8674558,Ad,T
370,2,2,1,3,5.1771535,-0.49556853,1.153685,0.46785918,-0.40714443,4.9256578,Ad,T
371,2,2,1,3,5.0447989,-0.57849221,1.1060973,0.60688493,-0.022935942,4.5754313,Ad,T
372,2,2,1,3,4.8605844,-0.18362646,1.2564259,0.48169573,-0.4905458,4.7190734,Ad,T
373,2,2,1,3,5.2044381,-0.71654785,1.1456474,0.5378857,-0.41606915,5.0064539,Ad,T
374,2,2,1,3,5.173294,-0.13367327,1.1221868,0.61357944,-0.27354459,5.045707,Ad,T
375,2,2,1,3,5.5227748,-0.31648839,0.99107307,0.56781338,-0.4732066,4.9738569,Ad,T
376,2,2,1,3,5.281134,-0.56549347,1.2537974,0.55043047,-0.54454948,4.582343,Ad,T
377,2,2,1,3,5.1980711,-0.58688339,1.0731108,0.66031854,-0.031641581,5.1004705,Ad,T
378,2,2,1,3,5.4361128,-0.86084546,1.1440099,0.60401722,-0.39216769,4.667173,Ad,T
379,2,2,1,3,5.6322073,-0.64453507,1.392228,0.55188392,-0.26302871,4.8948214,Ad,T
380,2,2,1,3,4.7776245,-0.26271974,1.1504322,0.54529633,-0.48942569,4.8547264,Ad,T
381,2,2,1,3,5.4706248,-0.29485681,1.4738123,0.51424188,-0.4413172,4.5889018,Ad,T
382,2,2,1,3,5.0336688,-0.64693556,1.1593453,0.51179552,0.15780024,4.8244351,Ad,T
383,2,2,1,3,5.0912102,-0.54429523,1.2146683,0.49783286,-0.30373505,4.9518756,Ad,T
384,2,2,1,3,5.206315,-0.46132295,1.2731608,0.57594258,-0.36259414,5.0519829,Ad,T
385,2,2,1,3,5.4019442,-0.24807764,1.2237552,0.55627555,-0.15527465,4.8280989,Ad,T
386,2,2,1,3,5.2650696,-0.66111991,1.3371949,0.45575711,-0.58829075,4.7505937,Ad,T
387,2,2,1,3,5.1936241,-0.67462019,1.3136881,0.50857143,-0.13799568,5.074571,Ad,T
388,2,2,1,3,5.303136,-0.55530086,1.2516962,0.48871815,-0.61575774,5.0344815,Ad,T
389,2,2,1,3,5.4765461,-0.42668716,1.1846149,0.53146778,-0.10776393,5.0874648,Ad,T
390,2,2,1,3,5.1954782,-0.56843818,1.2575537,0.47249631,-0.74677405,4.4334218,Ad,T
391,2,2,1,3,5.014581,-0.69665843,1.3354629,0.4922939,-0.53525068,4.8599568,Ad,T
392,2,2,1,3,4.8174895,-0.24650666,1.0175932,0.60671423,-0.19353069,4.6331698,Ad,T
393,2,2,1,3,5.2561141,-0.57504225,1.0574356,0.51131684,-0.26554895,5.0048345,Ad,T
394,2,2,1,3,5.4898428,-0.79473688,1.1088534,0.49494909,-0.24197258,5.0683894,Ad,T
395,2,2,1,3,5.0559451,-0.5614045,1.1073035,0.46387702,-0.51250905,4.6904945,Ad,T
396,2,2,1,3,5.4123947,-0.23244712,1.2646193,0.60659008,-0.47217559,4.9453025,Ad,T
397,2,2,1,3,4.4847148,-0.686585,1.3203977,0.56126149,-0.19517,4.4043255,Ad,T
398,2,2,1,3,5.0544196,-0.58000521,0.94780827,0.55502861,-0.19045174,4.7168279,Ad,T
399,2,2,1,3,5.2972781,-0.78319667,1.2533422,0.49127412,-0.42122569,5.0393629,Ad,T
400,2,2,1,3,5.2476086,-0.42773911,1.0710837,0.53287916,-0.67268608,4.892192,Ad,T
401,2,2,1,3,5.8993569,-0.34272766,1.2051778,0.5295756,-0.39012455,4.5341485,Ad,T
402,2,2,1,3,6.0309333,-0.69956196,1.2256194,0.60780432,-0.56179805,4.9467791,Ad,T
403,2,2,1,3,4.4838723,-0.45121973,1.360823,0.43298758,-0.43645968,4.7973653,Ad,T
404,2,2,1,3,5.266859,-0.61632349,1.1963097,0.50693916000000006,-0.42274842,4.6405103,Ad,T
405,2,2,1,3,5.4922403,-0.53437779,1.0399403,0.50717932,-0.32422992,5.0028423,Ad,T
406,2,2,1,3,4.8747344,-0.17075268,1.0447838,0.52025382,-0.21279447,4.9483991,Ad,T
407,2,2,1,3,5.4681327,-1.041329,1.1739924,0.48686588,-0.026068382,5.0534322,Ad,T
408,2,2,1,3,5.2278264,-0.6935376,1.3244998,0.5657598,-0.53017321,5.0369958,Ad,T
409,2,2,1,3,5.0776156,-0.49116949,1.2016269,0.56287944,-0.47327316,4.6346569,Ad,T
410,2,2,1,3,5.1682863,-0.092131111,1.1616198,0.59491719,-0.40995531,4.700321,Ad,T
411,2,2,1,3,5.0675714,-0.84235667,1.1284547,0.4404356,-0.22131693,4.8857696,Ad,T
412,2,2,1,3,5.0373544,-0.45304931,1.1875445,0.50014797,-0.57197616,4.5284797,Ad,T
413,2,2,1,3,4.9040641,-0.10848815,1.0934387,0.53757791,-0.66562713,4.5244155,Ad,T
414,2,2,1,3,4.8774514,-0.25305953,0.96845441,0.59644416,-0.65846355,4.9515462,Ad,T
415,2,2,1,3,6.0835879,-0.42072022,1.1016687,0.56944892,-0.22334468,5.0373034,Ad,T
416,2,2,1,3,5.0786405,-0.39526534,1.0597122,0.59893689,-0.34840276,4.6344933,Ad,T
417,2,2,1,3,5.2130351,-0.29947086,0.96123323,0.56387764,-0.23582189,5.0624586,Ad,T
418,2,2,1,3,5.1864301,-0.61135617,1.0996868,0.48598237,-0.40408564,4.8618569,Ad,T
419,2,2,1,3,4.6643019,-0.50602135,1.0772758,0.56614504,-0.28919981,4.9057849,Ad,T
420,2,2,1,3,5.2188298,-0.38394305,1.1338619,0.47647573,-0.23199161,5.1139745,Ad,T
421,2,2,1,3,5.3881762,-0.62794875000000006,1.2333535,0.48448375,-0.47733672,5.0148954,Ad,T
422,2,2,1,3,5.4112395,-0.4122716,1.1079231,0.59316544,-0.36816698,4.7613606,Ad,T
423,2,2,1,3,4.0650883,-0.37505342,1.3171924,0.55729011,-0.15550685,4.7835732,Ad,T
424,2,2,1,3,5.4704646,-0.69660336,1.0512264,0.45785373,-0.13374046,4.9981032,Ad,T
425,2,2,1,3,5.2993898,-0.5550944,1.1656525,0.53290172,-0.23236984,4.9391148,Ad,T
426,2,2,1,3,4.7636259,-0.23778105,1.0490514,0.61684605,-0.47252654,4.9520692,Ad,T
427,2,2,1,3,4.7986732,-0.13156672,1.2043335,0.55161653,-0.60772178,4.9182393,Ad,T
428,2,2,1,3,5.1460369,-0.35843686,0.90794332,0.54023438,-0.4035069,5.0639462,Ad,T
429,2,2,1,3,5.471856,-0.40577583,0.97741522,0.62761675,-0.3043367,4.5194894,Ad,T
430,2,2,1,3,5.862077,-0.70404315,1.4312064,0.56518519,-0.070022746,4.7693343,Ad,T
431,2,2,1,3,5.3202495,-0.55619613,1.3965287,0.59444714,-0.67375409,4.870519,Ad,T
432,2,2,1,3,5.2991241,-0.5931734,1.0243283,0.50318426,-0.52639294,5.0904986,Ad,T
433,2,2,1,3,5.0971195,-0.42528785,1.0738962,0.50163661,-0.35093283,5.0181308,Ad,T
434,2,2,1,3,4.5703487,-0.16513632,1.0418857,0.51482763,-0.45851748,4.9557813,Ad,T
435,2,2,1,3,5.2628888,-0.55033951,1.1790135,0.56635994,-0.68161471,4.9847568,Ad,T
436,2,2,1,3,5.082764,-0.51816599,1.4210125,0.60625274,-0.32890742,4.3325681,Ad,T
437,2,2,1,3,4.9866143,-0.23937821,1.146444,0.57569711,-0.40569051,5.0694941,Ad,T
438,2,2,1,3,5.3745104,-0.42925914,1.2166985,0.56156201,0.19183138,4.9402337,Ad,T
439,2,2,1,3,5.1034761,-0.67242981,1.0597894,0.60221811,-0.6130716,5.1037858,Ad,T
440,2,2,1,3,4.9120813,-0.44487265,1.2745358,0.54835855,-0.46605904,4.7678766,Ad,T
441,2,2,1,3,5.413349,-0.74242294,1.17474,0.58377811,-0.26611743,5.0478862,Ad,T
442,2,2,1,3,5.0310092,-0.51850499,1.2945336,0.51154759,-0.18805423,4.768836,Ad,T
443,2,2,1,3,4.9102188,-0.57071581,1.1342757,0.47552715,-0.1255172,4.750699,Ad,T
444,2,2,1,3,5.1040497,-0.5734813,1.2043625,0.45111389,-0.30515126,4.9130415,Ad,T
445,2,2,1,3,4.2774189,-0.1665846,1.1900941,0.5752998,-0.60369317,4.8081457,Ad,T
446,2,2,1,3,5.4919871,-0.81250868,1.233338,0.50552927,-0.51490935,4.760728,Ad,T
447,2,2,1,3,4.8459398,-0.43554994,1.0496834,0.44042583,-0.057435248,4.8632287,Ad,T
448,2,2,1,3,5.309542,-0.47170185,1.2100712,0.72100743,-0.34231278,4.9368397999999996,Ad,T
449,2,2,1,3,5.1253425,-0.85524935,1.3740212,0.53220539,-0.038588323,4.9373527,Ad,T
450,2,2,1,3,5.3401994,-0.67735844,1.2899868,0.36202973,-0.35365927,4.8194546,Ad,T
451,2,2,1,3,5.0165257,-0.45765886,1.1118677,0.49073333,-0.22916207,5.0738116,Ad,T
452,2,2,1,3,5.6593053,-0.7127506,1.0817373,0.47242915,-0.29579277,5.0580139,Ad,T
453,2,2,1,3,4.3689542,-0.48318499,1.0778738,0.53939479,-0.13364384,4.0296759,Ad,T
454,2,2,1,3,4.5143243,-0.23683165,1.1729365,0.51327369,-0.35653352,4.9515781,Ad,T
455,2,2,1,3,5.5813851,-0.48059116,1.1211534,0.45196389,-0.63105359,4.9187375,Ad,T
456,2,2,1,3,5.1903781,-0.31972136,1.3771778,0.57709512,-0.33287553,4.6411155,Ad,T
